num_topics,topic_id,words
40,37,"malam, siang, matahari, angin, engkau, tanda-tanda, tuhanmu, allah, kebesaran, menzalimi, kebun, salat, kaum, kepada-nya, bertasbihlah"
40,38,"orang-orang, allah, beriman, salat, orang, berbuat, maha, ibrahim, tuhan, zakat, isa, maryam, ingatlah, menunaikan, ismail"
40,39,"orang-orang, surga, allah, dalamnya, sungai-sungai, mengalir, bawahnya, kekal, beriman, surga-surga, rida, kemenangan, tuhan, saleh, memperoleh"
45,0,"orang-orang, allah, orang, dosa, beriman, kufur, kafir, azab, kiamat, mendengar, hati, ayat-ayat, sungguh, buruk, kekufuran"
45,1,"allah, azab, tuhan, kepadamu, neraka, dunia, kiamat, mengingkari, manusia, dalamnya, kerjakan, sungguh, hati, salam, siksaan"
45,2,"perempuan, laki-laki, allah, sahaya, anak-anak, hamba, saudara, rumah, orang-orang, saudara-saudara, miliki, perempuan-perempuan, beriman, mukmin, ibumu"
45,3,"allah, orang-orang, nabi, muhammad, engkau, maha, batas, melampaui, hati, orang, rezeki, kepadamu, beriman, benar-benar, sisi"
45,4,"allah, orang-orang, maha, beriman, kerjakan, pahala, surga, balasan, saleh, sisi, mengalir, kepada-nya, sungai-sungai, rezeki, perempuan"
45,5,"tipu, daya, orang-orang, nabi, muhammad, allah, kepadamu, sungguh, benar-benar, alquran, engkau, beriman, niscaya, bahasa, tangan"
45,6,"allah, tuhanmu, manusia, orang, orang-orang, nikmat, berlaku, jin, manakah, golongan, berbuat, negeri, dustakan, engkau, adil"
45,7,"nabi, muhammad, orang-orang, allah, orang, engkau, azab, rasul, sungguh, kebenaran, kepadamu, beriman, tuhan, mendustakan, pemberi"
45,8,"anak, perempuan, harta, saudara, orang, laki-laki, allah, ditinggalkan, meninggal, ayah, maha, wasiat, tua, dipenuhi, suami"
